timestamp ba_x ba_y ba_z bg_x bg_y bg_z
1715854684.933078 0.01824492 -0.01795494 -0.01392164 -0.00031783 0.00311664 -0.00038844
1715854684.999755 0.01824492 -0.01795494 -0.01392164 -0.00005086 0.00314011 -0.00005783
1715854685.066432 0.01824492 -0.01795494 -0.01392164 0.00005956 0.00300294 -0.00009112
1715854685.133110 0.01824492 -0.01795494 -0.01392164 -0.00034554 0.00323849 -0.00030124
1715854685.199798 0.01824492 -0.01795494 -0.01392164 -0.00068340 0.00373763 -0.00016213
1715854685.266501 0.01824492 -0.01795494 -0.01392164 -0.00011803 0.00346597 -0.00022600
1715854685.333204 0.01824492 -0.01795493 -0.01392164 -0.00073123 0.00380002 -0.00020071
1715854685.399908 0.01824492 -0.01795493 -0.01392164 -0.00043144 0.00328946 -0.00058235
1715854685.466613 0.01824493 -0.01795493 -0.01392164 -0.00037560 0.00383575 -0.00001420
1715854685.533318 0.01824494 -0.01795494 -0.01392164 -0.00063815 0.00354185 0.00001831
1715854685.600022 0.01824494 -0.01795494 -0.01392164 -0.00027446 0.00315874 -0.00054967
1715854685.666728 0.01824495 -0.01795494 -0.01392164 -0.00031927 0.00319928 -0.00010829
1715854685.733435 0.01824495 -0.01795493 -0.01392164 0.00061139 0.00260044 -0.00046589
1715854685.800142 0.01824494 -0.01795492 -0.01392164 -0.00019107 0.00300496 -0.00046035
1715854685.866850 0.01824494 -0.01795492 -0.01392164 -0.00052697 0.00315220 -0.00035370
1715854685.933558 0.01824494 -0.01795492 -0.01392164 -0.00000548 0.00285044 -0.00048075
1715854686.000267 0.01824494 -0.01795492 -0.01392164 -0.00030751 0.00360867 -0.00071988
1715854686.066975 0.01824494 -0.01795491 -0.01392164 -0.00048933 0.00321343 -0.00006539
1715854686.133685 0.01824495 -0.01795491 -0.01392164 -0.00027411 0.00326138 -0.00072509
1715854686.200382 0.01824495 -0.01795491 -0.01392164 -0.00066623 0.00351194 -0.00055610
1715854686.267066 0.01824495 -0.01795491 -0.01392164 -0.00020337 0.00361222 -0.00112243
1715854686.333750 0.01824497 -0.01795492 -0.01392165 -0.00031165 0.00301248 -0.00027724
1715854686.400434 0.01824498 -0.01795492 -0.01392165 -0.00044893 0.00351750 -0.00077839
1715854686.467118 0.01824498 -0.01795492 -0.01392165 0.00021943 0.00280528 0.00002750
1715854686.533801 0.01824498 -0.01795492 -0.01392165 0.00020206 0.00294685 -0.00034557
1715854686.600485 0.01824498 -0.01795492 -0.01392165 -0.00049582 0.00362910 -0.00038808
1715854686.667169 0.01824498 -0.01795492 -0.01392164 0.00004084 0.00336912 -0.00023747
1715854686.733853 0.01824498 -0.01795491 -0.01392164 -0.00036318 0.00339396 0.00006222
1715854686.800537 0.01824498 -0.01795490 -0.01392164 -0.00029195 0.00342826 -0.00069386
1715854686.867221 0.01824496 -0.01795488 -0.01392163 0.00028311 0.00335703 -0.00010309
1715854686.933905 0.01824496 -0.01795488 -0.01392163 -0.00034526 0.00323616 -0.00038090
1715854687.000589 0.01824496 -0.01795488 -0.01392164 0.00027928 0.00289251 -0.00065881
1715854687.067273 0.01824498 -0.01795489 -0.01392164 -0.00021044 0.00321503 -0.00001611
1715854687.133957 0.01824498 -0.01795489 -0.01392164 -0.00025977 0.00308979 0.00039829
1715854687.200641 0.01824500 -0.01795490 -0.01392165 0.00018154 0.00314601 0.00009220
1715854687.267326 0.01824501 -0.01795490 -0.01392165 0.00002223 0.00301547 -0.00007492
1715854687.334010 0.01824501 -0.01795490 -0.01392165 0.00013991 0.00330600 -0.00022082
1715854687.400694 0.01824501 -0.01795489 -0.01392165 0.00017254 0.00320991 -0.00031548
1715854687.467378 0.01824500 -0.01795489 -0.01392165 -0.00006233 0.00353174 -0.00028068
1715854687.534063 0.01824501 -0.01795489 -0.01392165 0.00035662 0.00313430 -0.00051985
1715854687.600747 0.01824501 -0.01795488 -0.01392165 0.00011696 0.00315879 -0.00052814
1715854687.667432 0.01824501 -0.01795488 -0.01392165 -0.00031360 0.00325431 0.00002578
1715854687.734116 0.01824503 -0.01795489 -0.01392167 0.00069167 0.00375728 -0.00023232
1715854687.800801 0.01824504 -0.01795489 -0.01392167 -0.00069292 0.00353280 -0.00030496
1715854687.867484 0.01824504 -0.01795489 -0.01392167 -0.00009513 0.00321264 -0.00013991
1715854687.934169 0.01824504 -0.01795489 -0.01392167 -0.00027095 0.00356512 -0.00090252
1715854688.000853 0.01824505 -0.01795489 -0.01392167 -0.00040995 0.00337883 -0.00048828
1715854688.067538 0.01824505 -0.01795489 -0.01392167 -0.00006712 0.00327792 -0.00012896
1715854688.134223 0.01824505 -0.01795488 -0.01392167 0.00023580 0.00291992 0.00008477
1715854688.200906 0.01824504 -0.01795488 -0.01392166 -0.00072860 0.00413340 -0.00074601
1715854688.267587 0.01824503 -0.01795486 -0.01392166 -0.00012605 0.00347060 0.00043883
1715854688.334270 0.01824503 -0.01795486 -0.01392166 -0.00041202 0.00318934 -0.00022270
1715854688.400952 0.01824503 -0.01795486 -0.01392166 -0.00008723 0.00388975 -0.00055549
1715854688.467635 0.01824503 -0.01795486 -0.01392166 -0.00023497 0.00309836 0.00004625
1715854688.534317 0.01824504 -0.01795486 -0.01392167 -0.00063333 0.00315465 -0.00080635
1715854688.600999 0.01824504 -0.01795486 -0.01392167 -0.00005713 0.00326393 -0.00031095
1715854688.667682 0.01824504 -0.01795485 -0.01392167 0.00000163 0.00291763 -0.00019006
1715854688.734363 0.01824504 -0.01795485 -0.01392167 -0.00045641 0.00340895 0.00004575
1715854688.801045 0.01824506 -0.01795487 -0.01392167 -0.00014489 0.00291811 0.00013555
1715854688.867727 0.01824506 -0.01795486 -0.01392167 -0.00041240 0.00333821 -0.00039994
1715854688.934409 0.01824506 -0.01795486 -0.01392167 -0.00022777 0.00351655 -0.00051833
1715854689.001091 0.01824506 -0.01795486 -0.01392167 -0.00012915 0.00326646 -0.00041848
1715854689.067773 0.01824508 -0.01795488 -0.01392167 -0.00008170 0.00340830 -0.00032353
1715854689.134455 0.01824508 -0.01795488 -0.01392167 0.00035604 0.00291073 0.00002010
1715854689.201138 0.01824509 -0.01795488 -0.01392167 -0.00016351 0.00336143 -0.00038259
1715854689.267823 0.01824505 -0.01795484 -0.01392167 -0.00027851 0.00303377 0.00060927
1715854689.334507 0.01824505 -0.01795484 -0.01392167 0.00035281 0.00314898 -0.00065711
1715854689.401193 0.01824506 -0.01795485 -0.01392167 -0.00006512 0.00339826 -0.00077938
1715854689.467878 0.01824506 -0.01795485 -0.01392167 -0.00006953 0.00329495 -0.00021587
1715854689.534563 0.01824506 -0.01795484 -0.01392167 0.00010267 0.00301676 -0.00012392
1715854689.601247 0.01824507 -0.01795484 -0.01392167 -0.00013601 0.00296615 -0.00000275
1715854689.667931 0.01824506 -0.01795483 -0.01392167 0.00017722 0.00283137 -0.00029818
1715854689.734616 0.01824507 -0.01795484 -0.01392167 0.00060661 0.00308799 -0.00021638
1715854689.801301 0.01824509 -0.01795485 -0.01392167 -0.00044386 0.00345268 0.00014570
1715854689.867986 0.01824510 -0.01795486 -0.01392167 0.00006329 0.00290374 -0.00002270
1715854689.934671 0.01824511 -0.01795486 -0.01392167 -0.00036165 0.00304782 -0.00015536
1715854690.001355 0.01824511 -0.01795486 -0.01392167 -0.00057648 0.00343381 -0.00050956
1715854690.068039 0.01824511 -0.01795486 -0.01392167 -0.00013696 0.00342254 -0.00052058
1715854690.134724 0.01824512 -0.01795486 -0.01392167 -0.00003016 0.00324266 -0.00010528
1715854690.201412 0.01824512 -0.01795486 -0.01392167 -0.00026023 0.00342940 -0.00028943
1715854690.268102 0.01824513 -0.01795486 -0.01392167 -0.00008394 0.00337531 -0.00034382
1715854690.334793 0.01824512 -0.01795485 -0.01392167 -0.00080313 0.00348009 -0.00004052
1715854690.401484 0.01824512 -0.01795485 -0.01392167 -0.00018404 0.00329526 -0.00005695
1715854690.468174 0.01824512 -0.01795485 -0.01392167 -0.00035498 0.00309839 -0.00014515
1715854690.534864 0.01824510 -0.01795484 -0.01392167 -0.00029856 0.00359563 -0.00044247
1715854690.601556 0.01824511 -0.01795483 -0.01392167 -0.00016083 0.00302171 0.00023920
1715854690.668247 0.01824511 -0.01795483 -0.01392166 -0.00056604 0.00386067 -0.00014241
1715854690.734938 0.01824511 -0.01795483 -0.01392166 -0.00018635 0.00349138 -0.00010822
1715854690.801630 0.01824511 -0.01795483 -0.01392166 -0.00000396 0.00337850 -0.00053851
1715854690.868322 0.01824513 -0.01795484 -0.01392167 -0.00086210 0.00327679 -0.00072444
1715854690.935013 0.01824512 -0.01795483 -0.01392166 -0.00006322 0.00345445 -0.00074387
1715854691.001705 0.01824512 -0.01795483 -0.01392166 -0.00065597 0.00269437 0.00047466
1715854691.068397 0.01824512 -0.01795483 -0.01392166 -0.00074790 0.00350791 0.00006350
1715854691.135089 0.01824512 -0.01795483 -0.01392166 -0.00007572 0.00349954 -0.00026575
1715854691.201782 0.01824514 -0.01795484 -0.01392167 -0.00109168 0.00373124 0.00015667
1715854691.268477 0.01824514 -0.01795483 -0.01392166 -0.00053503 0.00326173 -0.00001577
1715854691.335172 0.01824514 -0.01795483 -0.01392166 0.00000476 0.00330596 -0.00018057
1715854691.401866 0.01824514 -0.01795483 -0.01392166 -0.00023582 0.00312594 -0.00035538
1715854691.468561 0.01824515 -0.01795483 -0.01392166 -0.00025471 0.00330420 -0.00010402
1715854691.535257 0.01824515 -0.01795483 -0.01392167 0.00001835 0.00320476 -0.00044231
1715854691.601953 0.01824515 -0.01795482 -0.01392167 -0.00082406 0.00336257 -0.00009241
1715854691.668649 0.01824516 -0.01795482 -0.01392167 0.00003415 0.00257316 -0.00049512
1715854691.735345 0.01824517 -0.01795483 -0.01392167 -0.00047670 0.00325644 0.00020180
1715854691.802042 0.01824516 -0.01795482 -0.01392167 -0.00073452 0.00315522 -0.00025522
1715854691.868737 0.01824516 -0.01795483 -0.01392167 -0.00016508 0.00374935 -0.00044735
1715854691.935435 0.01824514 -0.01795480 -0.01392166 -0.00008086 0.00307530 -0.00029444
1715854692.002132 0.01824514 -0.01795480 -0.01392166 0.00041930 0.00371464 -0.00018668
1715854692.068830 0.01824514 -0.01795480 -0.01392166 -0.00030430 0.00311092 0.00011664
1715854692.135528 0.01824514 -0.01795480 -0.01392166 -0.00064966 0.00383026 -0.00037904
1715854692.202219 0.01824511 -0.01795477 -0.01392165 -0.00037931 0.00323596 0.00016690
1715854692.268903 0.01824511 -0.01795477 -0.01392165 -0.00013614 0.00324013 -0.00051322
1715854692.335589 0.01824511 -0.01795476 -0.01392165 -0.00049764 0.00402880 0.00003275
1715854692.402274 0.01824511 -0.01795476 -0.01392165 0.00000202 0.00308219 -0.00015630
1715854692.468959 0.01824511 -0.01795476 -0.01392165 -0.00037063 0.00336890 -0.00043639
1715854692.535645 0.01824512 -0.01795476 -0.01392165 -0.00016917 0.00323169 0.00000828
1715854692.602330 0.01824512 -0.01795476 -0.01392165 0.00003492 0.00324860 0.00019351
1715854692.669015 0.01824512 -0.01795476 -0.01392165 -0.00020929 0.00317967 -0.00024115
1715854692.735699 0.01824513 -0.01795476 -0.01392165 -0.00015624 0.00333922 -0.00021571
1715854692.802385 0.01824512 -0.01795475 -0.01392165 -0.00002065 0.00307516 -0.00022942
1715854692.869070 0.01824512 -0.01795475 -0.01392165 -0.00063052 0.00355532 -0.00033676
1715854692.935755 0.01824514 -0.01795476 -0.01392166 0.00027316 0.00296151 0.00030698
1715854693.002440 0.01824512 -0.01795474 -0.01392165 -0.00126785 0.00357546 0.00040753
1715854693.069125 0.01824514 -0.01795475 -0.01392166 0.00018810 0.00336981 -0.00068904
1715854693.135811 0.01824512 -0.01795473 -0.01392165 0.00032296 0.00266452 0.00015491
1715854693.202496 0.01824512 -0.01795473 -0.01392166 -0.00045073 0.00309114 -0.00056891
1715854693.269182 0.01824512 -0.01795473 -0.01392165 -0.00061596 0.00341663 -0.00020477
1715854693.335868 0.01824513 -0.01795473 -0.01392166 -0.00052342 0.00304764 0.00014352
1715854693.402554 0.01824513 -0.01795473 -0.01392166 -0.00060351 0.00378825 -0.00045607
1715854693.469240 0.01824514 -0.01795473 -0.01392166 -0.00060555 0.00296703 -0.00058415
1715854693.535927 0.01824511 -0.01795471 -0.01392165 -0.00105654 0.00326684 -0.00017532
1715854693.602612 0.01824512 -0.01795471 -0.01392166 0.00013031 0.00358949 -0.00029920
1715854693.669298 0.01824511 -0.01795470 -0.01392165 -0.00016907 0.00330551 -0.00023076
1715854693.735984 0.01824514 -0.01795472 -0.01392166 -0.00021625 0.00314645 0.00020109
1715854693.802671 0.01824514 -0.01795473 -0.01392166 0.00013851 0.00349083 -0.00040935
1715854693.869357 0.01824515 -0.01795472 -0.01392166 -0.00011962 0.00366626 -0.00004782
1715854693.936043 0.01824512 -0.01795470 -0.01392166 -0.00115741 0.00344878 -0.00002562
1715854694.002729 0.01824513 -0.01795471 -0.01392166 -0.00067393 0.00299790 -0.00001464
1715854694.069414 0.01824513 -0.01795471 -0.01392166 -0.00033310 0.00340828 0.00004586
1715854694.136101 0.01824513 -0.01795470 -0.01392166 -0.00075380 0.00325981 -0.00005384
1715854694.202788 0.01824513 -0.01795470 -0.01392166 -0.00019245 0.00337400 -0.00000529
1715854694.269476 0.01824515 -0.01795471 -0.01392166 -0.00051549 0.00310353 -0.00035659
1715854694.336165 0.01824514 -0.01795470 -0.01392165 -0.00071937 0.00336095 -0.00042718
1715854694.402853 0.01824514 -0.01795470 -0.01392165 -0.00019272 0.00339582 -0.00072361
1715854694.469542 0.01824514 -0.01795469 -0.01392165 -0.00071494 0.00324805 -0.00016211
1715854694.536230 0.01824514 -0.01795469 -0.01392166 0.00011701 0.00310053 -0.00013213
1715854694.602919 0.01824515 -0.01795470 -0.01392166 -0.00026960 0.00313122 0.00019529
1715854694.669608 0.01824515 -0.01795469 -0.01392166 -0.00054752 0.00349890 -0.00023847
1715854694.736296 0.01824515 -0.01795469 -0.01392166 -0.00005312 0.00303048 -0.00040938
1715854694.802986 0.01824515 -0.01795469 -0.01392166 -0.00030774 0.00338377 -0.00008243
1715854694.869674 0.01824515 -0.01795469 -0.01392166 -0.00041305 0.00394983 -0.00044502
1715854694.936363 0.01824518 -0.01795471 -0.01392166 -0.00036525 0.00280342 0.00040637
1715854695.003052 0.01824519 -0.01795470 -0.01392166 -0.00010299 0.00301794 -0.00063479
1715854695.069741 0.01824519 -0.01795470 -0.01392166 -0.00023467 0.00320424 -0.00042936
1715854695.136431 0.01824520 -0.01795470 -0.01392166 -0.00053449 0.00346274 -0.00003745
1715854695.203117 0.01824520 -0.01795470 -0.01392166 -0.00023104 0.00353220 -0.00055357
1715854695.269801 0.01824521 -0.01795471 -0.01392166 -0.00046622 0.00305646 0.00004097
1715854695.336485 0.01824521 -0.01795471 -0.01392166 -0.00093269 0.00380798 -0.00003655
1715854695.403167 0.01824520 -0.01795470 -0.01392166 -0.00047473 0.00353957 -0.00030668
1715854695.469851 0.01824520 -0.01795470 -0.01392166 0.00023405 0.00332951 -0.00034964
1715854695.536535 0.01824521 -0.01795470 -0.01392166 -0.00073552 0.00397160 -0.00055493
1715854695.603218 0.01824521 -0.01795470 -0.01392166 -0.00062876 0.00300415 -0.00024735
1715854695.669902 0.01824521 -0.01795470 -0.01392166 -0.00065987 0.00337362 -0.00043085
1715854695.736585 0.01824523 -0.01795470 -0.01392166 -0.00084547 0.00388414 0.00009510
1715854695.803269 0.01824523 -0.01795470 -0.01392166 0.00048965 0.00334493 -0.00008663
1715854695.869951 0.01824522 -0.01795469 -0.01392166 -0.00067692 0.00380937 -0.00012844
1715854695.936635 0.01824522 -0.01795469 -0.01392166 -0.00016801 0.00332358 -0.00036849
1715854696.003318 0.01824522 -0.01795469 -0.01392166 -0.00010377 0.00306685 0.00004149
1715854696.070001 0.01824522 -0.01795469 -0.01392166 -0.00055550 0.00326147 -0.00026302
1715854696.136685 0.01824522 -0.01795469 -0.01392166 -0.00042702 0.00325499 -0.00013314
1715854696.203369 0.01824522 -0.01795468 -0.01392166 -0.00032554 0.00287822 -0.00014085
1715854696.270054 0.01824522 -0.01795468 -0.01392166 -0.00051974 0.00352997 -0.00035399
1715854696.336740 0.01824524 -0.01795468 -0.01392166 0.00016851 0.00312518 -0.00055200
1715854696.403425 0.01824524 -0.01795468 -0.01392166 -0.00015414 0.00347705 -0.00065872
1715854696.470111 0.01824524 -0.01795468 -0.01392166 0.00017028 0.00337148 -0.00023141
1715854696.536797 0.01824524 -0.01795468 -0.01392166 -0.00045324 0.00275682 -0.00022124
1715854696.603483 0.01824524 -0.01795468 -0.01392166 -0.00018415 0.00295825 -0.00003788
1715854696.670168 0.01824524 -0.01795468 -0.01392166 -0.00009717 0.00344273 -0.00019410
1715854696.736853 0.01824523 -0.01795467 -0.01392166 -0.00073306 0.00327030 -0.00015329
1715854696.803539 0.01824524 -0.01795467 -0.01392166 0.00001933 0.00308016 -0.00063702
1715854696.870225 0.01824525 -0.01795467 -0.01392166 0.00029850 0.00259705 0.00007804
1715854696.936910 0.01824525 -0.01795467 -0.01392167 -0.00002980 0.00307191 0.00005480
1715854697.003596 0.01824525 -0.01795467 -0.01392167 -0.00030969 0.00368050 -0.00010212
1715854697.070282 0.01824525 -0.01795467 -0.01392167 0.00029998 0.00320705 -0.00034274
1715854697.136967 0.01824526 -0.01795468 -0.01392167 -0.00023642 0.00345089 -0.00034249
1715854697.203653 0.01824527 -0.01795468 -0.01392167 -0.00009026 0.00346624 -0.00021309
1715854697.270340 0.01824527 -0.01795467 -0.01392167 -0.00021345 0.00335152 -0.00039574
1715854697.337027 0.01824527 -0.01795467 -0.01392167 -0.00031116 0.00344462 -0.00003033
1715854697.403714 0.01824528 -0.01795468 -0.01392168 -0.00053729 0.00361386 -0.00067703
1715854697.470401 0.01824529 -0.01795468 -0.01392168 -0.00085304 0.00385546 -0.00021720
1715854697.537088 0.01824528 -0.01795468 -0.01392168 -0.00053726 0.00340107 -0.00000052
1715854697.603775 0.01824531 -0.01795469 -0.01392168 0.00027362 0.00294276 0.00027409
1715854697.670462 0.01824531 -0.01795469 -0.01392168 -0.00082802 0.00386417 -0.00095944
1715854697.737149 0.01824530 -0.01795468 -0.01392168 -0.00059294 0.00334704 -0.00022566
1715854697.803836 0.01824530 -0.01795468 -0.01392168 -0.00008302 0.00375219 -0.00015730
1715854697.870524 0.01824530 -0.01795467 -0.01392168 -0.00104158 0.00352508 -0.00019305
1715854697.937211 0.01824530 -0.01795467 -0.01392168 0.00045408 0.00321983 -0.00008901
1715854698.003898 0.01824528 -0.01795466 -0.01392168 -0.00033889 0.00340529 -0.00034602
1715854698.070585 0.01824528 -0.01795465 -0.01392168 -0.00087778 0.00368665 -0.00021530
1715854698.137272 0.01824528 -0.01795465 -0.01392168 -0.00010152 0.00275007 -0.00002885
1715854698.203960 0.01824528 -0.01795465 -0.01392168 -0.00024987 0.00311692 -0.00031554
1715854698.270648 0.01824528 -0.01795465 -0.01392168 -0.00000607 0.00333266 -0.00000499
1715854698.337336 0.01824529 -0.01795464 -0.01392168 -0.00003786 0.00322279 -0.00043587
1715854698.404024 0.01824529 -0.01795464 -0.01392168 -0.00045034 0.00300865 0.00011481
1715854698.470712 0.01824529 -0.01795464 -0.01392168 -0.00000872 0.00331548 -0.00006170
1715854698.537399 0.01824529 -0.01795464 -0.01392168 -0.00041018 0.00315572 -0.00005042
1715854698.604087 0.01824530 -0.01795464 -0.01392168 -0.00015201 0.00344657 -0.00008851
1715854698.670776 0.01824530 -0.01795464 -0.01392168 0.00029147 0.00293414 0.00036103
1715854698.737464 0.01824530 -0.01795464 -0.01392168 -0.00083094 0.00329413 -0.00018233
1715854698.804152 0.01824531 -0.01795464 -0.01392168 -0.00014604 0.00331038 0.00026737
1715854698.870841 0.01824530 -0.01795463 -0.01392168 0.00022485 0.00292997 0.00009393
1715854698.937528 0.01824530 -0.01795463 -0.01392168 -0.00050202 0.00328163 -0.00015188
1715854699.004216 0.01824529 -0.01795462 -0.01392168 -0.00016270 0.00329498 -0.00033715
1715854699.070904 0.01824530 -0.01795463 -0.01392168 -0.00031320 0.00305456 -0.00014734
1715854699.137593 0.01824531 -0.01795463 -0.01392168 -0.00021469 0.00368105 -0.00016005
1715854699.204280 0.01824531 -0.01795463 -0.01392168 -0.00001872 0.00284093 -0.00010158
1715854699.270965 0.01824532 -0.01795463 -0.01392168 -0.00039377 0.00358436 -0.00029302
1715854699.337651 0.01824530 -0.01795462 -0.01392168 -0.00027132 0.00325429 0.00052704
1715854699.404335 0.01824530 -0.01795462 -0.01392168 0.00013682 0.00297570 0.00014138
1715854699.471020 0.01824532 -0.01795462 -0.01392168 -0.00083911 0.00405121 -0.00025830
1715854699.537706 0.01824532 -0.01795462 -0.01392168 -0.00015622 0.00317479 0.00041221
1715854699.604391 0.01824532 -0.01795462 -0.01392168 -0.00040258 0.00333831 -0.00007676
1715854699.671076 0.01824534 -0.01795463 -0.01392168 -0.00064687 0.00354617 -0.00041732
1715854699.737761 0.01824534 -0.01795463 -0.01392168 0.00057374 0.00307738 0.00014222
1715854699.804446 0.01824534 -0.01795463 -0.01392168 -0.00010627 0.00333671 -0.00000883
1715854699.871131 0.01824535 -0.01795462 -0.01392169 0.00004160 0.00322946 -0.00019670
1715854699.937816 0.01824538 -0.01795465 -0.01392169 0.00002344 0.00316650 -0.00028843
1715854700.004501 0.01824538 -0.01795464 -0.01392169 -0.00071190 0.00363356 -0.00016990
1715854700.071186 0.01824538 -0.01795464 -0.01392169 0.00006735 0.00330045 -0.00051690
1715854700.137872 0.01824537 -0.01795463 -0.01392169 -0.00025506 0.00308456 -0.00023631
1715854700.204557 0.01824537 -0.01795463 -0.01392169 -0.00063795 0.00324151 -0.00038565
1715854700.271243 0.01824539 -0.01795464 -0.01392169 -0.00009560 0.00353509 -0.00037018
1715854700.337930 0.01824540 -0.01795465 -0.01392170 -0.00033643 0.00317241 0.00037064
1715854700.404616 0.01824540 -0.01795464 -0.01392170 -0.00049745 0.00381829 -0.00039206
1715854700.471303 0.01824539 -0.01795463 -0.01392169 0.00014911 0.00301315 -0.00003105
1715854700.537990 0.01824539 -0.01795463 -0.01392169 0.00001803 0.00358373 -0.00016864
1715854700.604676 0.01824540 -0.01795463 -0.01392169 0.00001923 0.00332266 -0.00028942
1715854700.671363 0.01824540 -0.01795463 -0.01392170 -0.00029753 0.00323537 -0.00037647
1715854700.738049 0.01824540 -0.01795463 -0.01392170 -0.00037731 0.00362136 0.00008018
1715854700.804736 0.01824541 -0.01795463 -0.01392170 -0.00027653 0.00353089 -0.00067079
1715854700.871422 0.01824536 -0.01795459 -0.01392168 -0.00007770 0.00277683 0.00025386
1715854700.938109 0.01824539 -0.01795460 -0.01392170 -0.00072577 0.00334678 0.00016659
1715854701.004796 0.01824539 -0.01795460 -0.01392170 -0.00003826 0.00335333 0.00011844
1715854701.071483 0.01824539 -0.01795460 -0.01392170 -0.00029709 0.00348299 0.00032413
1715854701.138170 0.01824539 -0.01795460 -0.01392170 -0.00047055 0.00322550 -0.00040486
1715854701.204855 0.01824539 -0.01795459 -0.01392170 -0.00020207 0.00315212 -0.00054514
1715854701.271541 0.01824538 -0.01795458 -0.01392170 -0.00067782 0.00335368 -0.00033348
1715854701.338227 0.01824538 -0.01795458 -0.01392170 -0.00039294 0.00313419 -0.00012338
1715854701.404913 0.01824538 -0.01795458 -0.01392170 -0.00025930 0.00307563 0.00003883
1715854701.471599 0.01824539 -0.01795458 -0.01392171 -0.00088545 0.00371236 -0.00102235
1715854701.538285 0.01824539 -0.01795457 -0.01392170 -0.00009698 0.00293825 0.00033480
1715854701.604970 0.01824539 -0.01795457 -0.01392170 -0.00055827 0.00336401 0.00017467
1715854701.671656 0.01824538 -0.01795456 -0.01392170 -0.00015162 0.00371705 -0.00018012
1715854701.738342 0.01824538 -0.01795456 -0.01392170 -0.00010899 0.00327274 -0.00041764
1715854701.805028 0.01824539 -0.01795457 -0.01392170 -0.00047723 0.00355955 0.00001130
1715854701.871714 0.01824539 -0.01795456 -0.01392170 0.00004400 0.00336202 -0.00002700
1715854701.938401 0.01824539 -0.01795456 -0.01392170 -0.00006265 0.00314478 -0.00013881
1715854702.005086 0.01824539 -0.01795456 -0.01392171 -0.00022166 0.00388007 0.00001856
1715854702.071771 0.01824539 -0.01795456 -0.01392171 0.00010571 0.00321005 0.00010051
1715854702.138457 0.01824540 -0.01795456 -0.01392171 -0.00047744 0.00378433 -0.00012091
1715854702.205143 0.01824540 -0.01795456 -0.01392171 -0.00022167 0.00361215 0.00002707
1715854702.271830 0.01824540 -0.01795455 -0.01392171 -0.00018802 0.00346185 0.00022663
1715854702.338517 0.01824541 -0.01795456 -0.01392171 -0.00126867 0.00372359 -0.00023737
1715854702.405203 0.01824542 -0.01795456 -0.01392171 -0.00016242 0.00334313 -0.00002883
1715854702.471890 0.01824542 -0.01795456 -0.01392171 0.00004062 0.00319272 -0.00059705
1715854702.538575 0.01824542 -0.01795456 -0.01392171 -0.00024486 0.00320115 0.00000540
1715854702.605262 0.01824541 -0.01795455 -0.01392171 -0.00028189 0.00315953 -0.00029542
1715854702.671948 0.01824542 -0.01795455 -0.01392171 -0.00058326 0.00351946 -0.00038352
1715854702.738635 0.01824542 -0.01795455 -0.01392171 -0.00051204 0.00344245 -0.00008192
1715854702.805321 0.01824542 -0.01795455 -0.01392172 -0.00022075 0.00335090 0.00008303
1715854702.872008 0.01824541 -0.01795454 -0.01392171 -0.00075581 0.00343857 -0.00011919
1715854702.938693 0.01824541 -0.01795454 -0.01392171 -0.00020082 0.00328144 -0.00038925
1715854703.005380 0.01824542 -0.01795454 -0.01392172 -0.00010391 0.00315451 0.00011407
1715854703.072066 0.01824543 -0.01795455 -0.01392171 -0.00049785 0.00360033 -0.00034642
1715854703.138752 0.01824542 -0.01795455 -0.01392171 0.00009808 0.00336957 -0.00042740
1715854703.205438 0.01824541 -0.01795453 -0.01392171 0.00007695 0.00319058 0.00037566
1715854703.272124 0.01824541 -0.01795453 -0.01392170 0.00008613 0.00323309 0.00004598
1715854703.338809 0.01824541 -0.01795453 -0.01392171 -0.00005635 0.00325284 -0.00017392
1715854703.405493 0.01824539 -0.01795451 -0.01392170 -0.00066349 0.00292020 -0.00021074
1715854703.472178 0.01824539 -0.01795451 -0.01392170 -0.00057061 0.00340700 0.00033394
1715854703.538863 0.01824538 -0.01795450 -0.01392170 -0.00061890 0.00311944 -0.00010932
1715854703.605549 0.01824537 -0.01795449 -0.01392170 -0.00064109 0.00344115 -0.00010181
1715854703.672234 0.01824537 -0.01795448 -0.01392170 -0.00022854 0.00336929 -0.00017211
1715854703.738919 0.01824538 -0.01795449 -0.01392170 -0.00052552 0.00314806 0.00008464
1715854703.805604 0.01824536 -0.01795447 -0.01392169 -0.00045002 0.00383916 -0.00048459
1715854703.872288 0.01824535 -0.01795446 -0.01392169 -0.00040853 0.00301742 0.00029813
1715854703.938974 0.01824535 -0.01795446 -0.01392169 -0.00044717 0.00345410 -0.00081788
1715854704.005659 0.01824537 -0.01795447 -0.01392169 -0.00011759 0.00345289 -0.00044226
1715854704.072344 0.01824538 -0.01795447 -0.01392169 -0.00002027 0.00307828 -0.00044493
1715854704.139029 0.01824538 -0.01795448 -0.01392168 -0.00071926 0.00343671 -0.00039918
1715854704.205714 0.01824538 -0.01795447 -0.01392168 0.00004677 0.00285886 -0.00030563
1715854704.272399 0.01824538 -0.01795447 -0.01392168 -0.00020004 0.00317508 0.00014150
1715854704.339084 0.01824538 -0.01795446 -0.01392168 0.00012147 0.00306411 -0.00034045
1715854704.405769 0.01824538 -0.01795446 -0.01392168 -0.00024492 0.00284891 -0.00027986
